Timestamp,Src_IP,Src_Port,Dst_IP,Dst_Port,Flags,Label
2025-06-14 09:57:59,192.168.1.4,41754,192.168.1.11,1093,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,1093,192.168.1.4,41754,RA,
2025-06-14 09:57:59,192.168.1.4,34374,192.168.1.11,56738,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,56738,192.168.1.4,34374,RA,
2025-06-14 09:57:59,192.168.1.4,47826,192.168.1.11,3000,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,3000,192.168.1.4,47826,RA,
2025-06-14 09:57:59,192.168.1.4,34192,192.168.1.11,2161,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,2161,192.168.1.4,34192,RA,
2025-06-14 09:57:59,192.168.1.4,59442,192.168.1.11,2030,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,2030,192.168.1.4,59442,RA,
2025-06-14 09:57:59,192.168.1.4,57982,192.168.1.11,5910,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,5910,192.168.1.4,57982,RA,
2025-06-14 09:57:59,192.168.1.4,54104,192.168.1.11,902,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,902,192.168.1.4,54104,RA,
2025-06-14 09:57:59,192.168.1.4,35556,192.168.1.11,38292,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,38292,192.168.1.4,35556,RA,
2025-06-14 09:57:59,192.168.1.4,60472,192.168.1.11,4001,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,4001,192.168.1.4,60472,RA,
2025-06-14 09:57:59,192.168.1.4,53020,192.168.1.11,1085,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,1085,192.168.1.4,53020,RA,
2025-06-14 09:57:59,192.168.1.4,56704,192.168.1.11,15660,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,15660,192.168.1.4,56704,RA,
2025-06-14 09:57:59,192.168.1.4,38816,192.168.1.11,55600,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,55600,192.168.1.4,38816,RA,
2025-06-14 09:57:59,192.168.1.4,46950,192.168.1.11,54045,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,54045,192.168.1.4,46950,RA,
2025-06-14 09:57:59,192.168.1.4,46120,192.168.1.11,13456,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,13456,192.168.1.4,46120,RA,
2025-06-14 09:57:59,192.168.1.4,33042,192.168.1.11,6346,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,6346,192.168.1.4,33042,RA,
2025-06-14 09:57:59,192.168.1.4,38010,192.168.1.11,13783,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,13783,192.168.1.4,38010,RA,
2025-06-14 09:57:59,192.168.1.4,53872,192.168.1.11,9998,S,VARREDURA_DE_PORTA
2025-06-14 09:57:59,192.168.1.11,9998,192.168.1.4,53872,RA,
