Timestamp,Src_IP,Src_Port,Dst_IP,Dst_Port,Flags,Label,Desc,Packet_Count_src,Packet_Count_dst
2025-06-16 11:50:47,10.19.29.124,80,10.19.31.184,56002,FPA,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.29.124 -> 10.19.31.184 : ICMP_FLOOD,1587,6
2025-06-16 11:50:47,10.19.31.184,56072,10.19.29.124,80,S,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,1,2204
2025-06-16 11:50:47,10.19.29.124,80,10.19.31.184,56072,SA,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.29.124 -> 10.19.31.184 : ICMP_FLOOD,1588,1
2025-06-16 11:50:47,10.19.31.184,56026,10.19.29.124,80,A,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,2,2205
2025-06-16 11:50:47,10.19.31.184,56000,10.19.29.124,80,A,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,4,2206
2025-06-16 11:50:47,10.19.31.184,55582,10.19.29.124,3128,S,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,1,126
2025-06-16 11:50:47,10.19.29.124,3128,10.19.31.184,55582,SA,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.29.124 -> 10.19.31.184 : ICMP_FLOOD,62,1
2025-06-16 11:50:47,10.19.31.184,56080,10.19.29.124,80,S,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,1,2207
2025-06-16 11:50:47,10.19.29.124,80,10.19.31.184,56080,SA,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.29.124 -> 10.19.31.184 : ICMP_FLOOD,1589,1
2025-06-16 11:50:47,10.19.31.184,56002,10.19.29.124,80,A,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,4,2208
2025-06-16 11:50:47,10.19.31.184,56002,10.19.29.124,80,A,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,5,2209
2025-06-16 11:50:47,10.19.31.184,55596,10.19.29.124,3128,S,ICMP_FLOOD,[ALERTA] Assinaturas detectadas no tráfego de 10.19.31.184 -> 10.19.29.124 : ICMP_FLOOD,2,127
